gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
DCXR,1147.57342342692,-0.759978242037392,0.0579398782054983,6.41140684740161e-40,5.74487445237471e-38
SMIM3,767.06867464241,1.06490779999919,0.0817016748610725,7.10378665508084e-40,6.33391815058932e-38
PCNX2,608.477003813026,1.03789463514899,0.0797910456007395,1.12218970839054e-39,9.95668319699453e-38
DPYSL3,24025.5021944031,0.921254266421385,0.0708990169149137,1.43012507015821e-39,1.26269579365188e-37
FAM20C,607.867348889049,1.03107157526731,0.0793599138788036,1.92953200404633e-39,1.6953654987009e-37
BMERB1,974.941146723492,0.803499972661372,0.0619444914762642,2.38336781176234e-39,2.08400760352166e-37
AMOTL2,199.216190638017,1.85120110578851,0.143614155893249,3.31333910611504e-39,2.88324220291741e-37
SYT17,386.967251354578,1.72291553598649,0.133711204779663,3.55711511083705e-39,3.08056380412204e-37
NES,4448.97298677453,0.958419478566891,0.0742914155685006,4.06257765642427e-39,3.50155502767996e-37
ASL,4116.0857803801,0.734950706161938,0.057324291038351,9.7599596579393e-39,8.37228766865883e-37
ADAMTS7,3348.41359746134,0.838682391108368,0.0653583075655733,1.04707580322196e-38,8.93965662184782e-37
GPC2,1200.48110099795,1.17034661517081,0.0915866988378238,1.13994671170857e-38,9.68294123271681e-37
ARFGEF3,149.010247418107,2.6343243637682,0.205743105563434,1.14483393580188e-38,9.68294123271681e-37
ARL8A,2225.42006176932,0.61727600798118,0.0479311491190892,1.32009355219819e-38,1.11133457185057e-36
PLAUR,446.073676644977,1.16824890516935,0.0913829441886081,1.687774943213e-38,1.41429289222941e-36
MIAT,1194.21846506786,1.28546905695428,0.100488478509674,1.77360527930074e-38,1.47936661545362e-36
MB21D2,332.574119675056,1.36348931298591,0.107002257802424,2.83922610672901e-38,2.35733910696308e-36
PPP1R12B,1172.696803238,0.883486448121094,0.0693293587314463,3.11133457723454e-38,2.57146830355914e-36
SLC10A4,2697.57299562047,-0.856620635929957,0.067331652397321,3.90211092506828e-38,3.21037307926072e-36
PTPRH,432.932604531156,1.60839298922268,0.127598216722706,8.18246658513623e-38,6.70147715796225e-36
HOXD8,467.408117044532,1.07478601199981,0.0849203787649725,8.25785961538821e-38,6.73275941614985e-36
ETS1,663.96203955257,1.33177763702402,0.10532796218988,9.69743885380584e-38,7.87101539255093e-36
KCND3,217.018975184943,-1.77211518374982,0.140012821280938,1.0457034971292e-37,8.4496577223386e-36
GDF15,56.7989723261715,3.05089511767223,0.241329825089283,1.26934262042669e-37,1.0211156190988e-35
