gene	condition	cluster_v2
GATA2-AS1	PB+RA and PB regulated	5
GATA3-AS1	PB+RA and PB regulated	5
GCGR	PB+RA and PB regulated	5
GDAP1	PB+RA and PB regulated	5
GDAP1L1	PB+RA and PB regulated	5
GDI1	PB+RA and PB regulated	5
GDPD1	PB+RA and PB regulated	5
GEMIN8	PB+RA and PB regulated	5
GFM2	PB+RA and PB regulated	5
GFOD1-AS1	PB+RA and PB regulated	5
GFOD2	PB+RA and PB regulated	5
GFUS	PB+RA and PB regulated	5
GGA1	PB+RA and PB regulated	5
GIPR	PB+RA and PB regulated	5
GLCCI1-DT	PB+RA and PB regulated	5
GLIPR1L2	PB+RA and PB regulated	5
GLIS1	PB+RA and PB regulated	5
GLRX	PB+RA and PB regulated	5
GLT8D2	PB+RA and PB regulated	5
GMDS	PB+RA and PB regulated	5
GMIP	PB+RA and PB regulated	5
GMPPA	PB+RA and PB regulated	5
GNAO1	PB+RA and PB regulated	5
GNPDA1	PB+RA and PB regulated	5
GNPTG	PB+RA and PB regulated	5
GNRH2	PB+RA and PB regulated	5
GOLGA7	PB+RA and PB regulated	5
GOLGA8A	PB+RA and PB regulated	5
GOLGA8B	PB+RA and PB regulated	5
GPBAR1	PB+RA and PB regulated	5
GPD1L	PB+RA and PB regulated	5
GPR137C	PB+RA and PB regulated	5
GPR153	PB+RA and PB regulated	5
GPR162	PB+RA and PB regulated	5
GPR173	PB+RA and PB regulated	5
GPR176	PB+RA and PB regulated	5
GPR179	PB+RA and PB regulated	5
GPR20	PB+RA and PB regulated	5
GPR27	PB+RA and PB regulated	5
GPR35	PB+RA and PB regulated	5
GPR37L1	PB+RA and PB regulated	5
GPR83	PB+RA and PB regulated	5
GPR89P	PB+RA and PB regulated	5
GPRASP1	PB+RA and PB regulated	5
GPS2P2	PB+RA and PB regulated	5
GPSM1	PB+RA and PB regulated	5
GPT	PB+RA and PB regulated	5
GRAMD1A	PB+RA and PB regulated	5
GRAMD1B	PB+RA and PB regulated	5
GREB1	PB+RA and PB regulated	5
GRHL1	PB+RA and PB regulated	5
GRIA1	PB+RA and PB regulated	5
GRIK4	PB+RA and PB regulated	5
GRIK5	PB+RA and PB regulated	5
GRINA	PB+RA and PB regulated	5
GRIPAP1	PB+RA and PB regulated	5
GRK4	PB+RA and PB regulated	5
GS1-124K5.4	PB+RA and PB regulated	5
GSDMB	PB+RA and PB regulated	5
GSTA4	PB+RA and PB regulated	5
GSTK1	PB+RA and PB regulated	5
GTF2IP20	PB+RA and PB regulated	5
GTF2IP9	PB+RA and PB regulated	5
GUSBP5	PB+RA and PB regulated	5
GVQW3	PB+RA and PB regulated	5
H1-10-AS1	PB+RA and PB regulated	5
H2AC13	PB+RA and PB regulated	5
H2AC15	PB+RA and PB regulated	5
H2AC6	PB+RA and PB regulated	5
H2AC8	PB+RA and PB regulated	5
H2AW	PB+RA and PB regulated	5
H2BC15	PB+RA and PB regulated	5
H2BC18	PB+RA and PB regulated	5
H2BC21	PB+RA and PB regulated	5
H2BC3	PB+RA and PB regulated	5
H2BC4	PB+RA and PB regulated	5
H2BC5	PB+RA and PB regulated	5
H2BC7	PB+RA and PB regulated	5
H2BC8	PB+RA and PB regulated	5
H2BU1	PB+RA and PB regulated	5
H3C10	PB+RA and PB regulated	5
H3C4	PB+RA and PB regulated	5
H4C12	PB+RA and PB regulated	5
H4C8	PB+RA and PB regulated	5
HACL1	PB+RA and PB regulated	5
HADHB	PB+RA and PB regulated	5
HAGH	PB+RA and PB regulated	5
HAGHL	PB+RA and PB regulated	5
HAND2-AS1	PB+RA and PB regulated	5
HAS3	PB+RA and PB regulated	5
HCN2	PB+RA and PB regulated	5
HDAC10	PB+RA and PB regulated	5
HEATR5B	PB+RA and PB regulated	5
HERC1	PB+RA and PB regulated	5
HERC2P2	PB+RA and PB regulated	5
HERPUD2-AS1	PB+RA and PB regulated	5
HEXA	PB+RA and PB regulated	5
HEXD	PB+RA and PB regulated	5
HEXD-IT1	PB+RA and PB regulated	5
HHIPL1	PB+RA and PB regulated	5
HHIPL2	PB+RA and PB regulated	5
HHLA3	PB+RA and PB regulated	5
HID1	PB+RA and PB regulated	5
HINFP	PB+RA and PB regulated	5
HIPK1-AS1	PB+RA and PB regulated	5
HLA-A	PB+RA and PB regulated	5
HMGA1P7	PB+RA and PB regulated	5
HMGCLL1	PB+RA and PB regulated	5
HMGN1P1	PB+RA and PB regulated	5
HMGN2P15	PB+RA and PB regulated	5
HMGN3-AS1	PB+RA and PB regulated	5
HNRNPKP3	PB+RA and PB regulated	5
HOMEZ	PB+RA and PB regulated	5
HOXC4	PB+RA and PB regulated	5
HP09053	PB+RA and PB regulated	5
HPS1	PB+RA and PB regulated	5
HRK	PB+RA and PB regulated	5
HS3ST3B1	PB+RA and PB regulated	5
HS3ST5	PB+RA and PB regulated	5
HS6ST3	PB+RA and PB regulated	5
HTATSF1P2	PB+RA and PB regulated	5
HYAL3	PB+RA and PB regulated	5
HYAL4	PB+RA and PB regulated	5
HYPK	PB+RA and PB regulated	5
ICAM2	PB+RA and PB regulated	5
ICAM5	PB+RA and PB regulated	5
IDS	PB+RA and PB regulated	5
IDUA	PB+RA and PB regulated	5
IFT20	PB+RA and PB regulated	5
IGHA1	PB+RA and PB regulated	5
IGHA2	PB+RA and PB regulated	5
IGHG1	PB+RA and PB regulated	5
IGHG3	PB+RA and PB regulated	5
IGL	PB+RA and PB regulated	5
IGSF22	PB+RA and PB regulated	5
IGSF9B	PB+RA and PB regulated	5
IKZF2	PB+RA and PB regulated	5
IL10RA	PB+RA and PB regulated	5
IL17D	PB+RA and PB regulated	5
IL21R-AS1	PB+RA and PB regulated	5
IL5RA	PB+RA and PB regulated	5
IMMP2L	PB+RA and PB regulated	5
IMPACT	PB+RA and PB regulated	5
IMPDH1P8	PB+RA and PB regulated	5
INA	PB+RA and PB regulated	5
INAFM1	PB+RA and PB regulated	5
INE1	PB+RA and PB regulated	5
ING4	PB+RA and PB regulated	5
INPP4A	PB+RA and PB regulated	5
INSRR	PB+RA and PB regulated	5
INSYN2A	PB+RA and PB regulated	5
INTS6-AS1	PB+RA and PB regulated	5
INTU	PB+RA and PB regulated	5
IPCEF1	PB+RA and PB regulated	5
IPO13	PB+RA and PB regulated	5
IQCE	PB+RA and PB regulated	5
IQCH	PB+RA and PB regulated	5
IQSEC1	PB+RA and PB regulated	5
IQSEC3	PB+RA and PB regulated	5
IQSEC3P3	PB+RA and PB regulated	5
IRAG1	PB+RA and PB regulated	5
IRS2	PB+RA and PB regulated	5
ISCA1	PB+RA and PB regulated	5
ISCU	PB+RA and PB regulated	5
ITGBL1	PB+RA and PB regulated	5
ITLN1	PB+RA and PB regulated	5
ITPR1-DT	PB+RA and PB regulated	5
ITPRIP-AS1	PB+RA and PB regulated	5
IVD	PB+RA and PB regulated	5
IZUMO4	PB+RA and PB regulated	5
JAK3	PB+RA and PB regulated	5
JAKMIP1	PB+RA and PB regulated	5
JAKMIP3	PB+RA and PB regulated	5
JMJD7	PB+RA and PB regulated	5
JMY	PB+RA and PB regulated	5
JPH4	PB+RA and PB regulated	5
JUN	PB+RA and PB regulated	5
KATNAL2	PB+RA and PB regulated	5
KAZN	PB+RA and PB regulated	5
KCNA2	PB+RA and PB regulated	5
KCNB1	PB+RA and PB regulated	5
KCNC4	PB+RA and PB regulated	5
KCND1	PB+RA and PB regulated	5
KCNF1	PB+RA and PB regulated	5
KCNH8	PB+RA and PB regulated	5
KCNIP2	PB+RA and PB regulated	5
KCNJ12	PB+RA and PB regulated	5
KCNJ2-AS1	PB+RA and PB regulated	5
KCNK12	PB+RA and PB regulated	5
KCNK15	PB+RA and PB regulated	5
KCNK6	PB+RA and PB regulated	5
KCNQ2	PB+RA and PB regulated	5
KCNQ4	PB+RA and PB regulated	5
KCNT1	PB+RA and PB regulated	5
KCTD13	PB+RA and PB regulated	5
KCTD21	PB+RA and PB regulated	5
KCTD21-AS1	PB+RA and PB regulated	5
KDM3A	PB+RA and PB regulated	5
KDM4A	PB+RA and PB regulated	5
KDM4B	PB+RA and PB regulated	5
KDM4C	PB+RA and PB regulated	5
KDM6B	PB+RA and PB regulated	5
KDM7A	PB+RA and PB regulated	5
KDM7A-DT	PB+RA and PB regulated	5
KIAA0513	PB+RA and PB regulated	5
KIAA0930	PB+RA and PB regulated	5
KIAA2012	PB+RA and PB regulated	5
KIAA2012-AS1	PB+RA and PB regulated	5
KIF1A	PB+RA and PB regulated	5
KIF26B	PB+RA and PB regulated	5
KIF3A	PB+RA and PB regulated	5
KIF5C	PB+RA and PB regulated	5
KIF6	PB+RA and PB regulated	5
KIF9	PB+RA and PB regulated	5
KIFC2	PB+RA and PB regulated	5
KLF9	PB+RA and PB regulated	5
KLHDC8A	PB+RA and PB regulated	5
KLHL10	PB+RA and PB regulated	5
KLHL24	PB+RA and PB regulated	5
KLHL30	PB+RA and PB regulated	5
KLHL35	PB+RA and PB regulated	5
KLHL7-DT	PB+RA and PB regulated	5
KLK6	PB+RA and PB regulated	5
KLLN	PB+RA and PB regulated	5
KNDC1	PB+RA and PB regulated	5
KPNA2P3	PB+RA and PB regulated	5
KRBOX4	PB+RA and PB regulated	5
KRT13	PB+RA and PB regulated	5
KRT32	PB+RA and PB regulated	5
KRT8P12	PB+RA and PB regulated	5
KRT8P30	PB+RA and PB regulated	5
KRTDAP	PB+RA and PB regulated	5
KTN1-AS1	PB+RA and PB regulated	5
L1CAM	PB+RA and PB regulated	5
L3MBTL1	PB+RA and PB regulated	5
LACC1	PB+RA and PB regulated	5
LACTB	PB+RA and PB regulated	5
LAMA4-AS1	PB+RA and PB regulated	5
LAMA5	PB+RA and PB regulated	5
LAMTOR3	PB+RA and PB regulated	5
LANCL1	PB+RA and PB regulated	5
LBHD1	PB+RA and PB regulated	5
LCA5L	PB+RA and PB regulated	5
LCAL1	PB+RA and PB regulated	5
LCMT1-AS1	PB+RA and PB regulated	5
LCN10	PB+RA and PB regulated	5
LCN12	PB+RA and PB regulated	5
LCN6	PB+RA and PB regulated	5
LCP1	PB+RA and PB regulated	5
LEFTY1	PB+RA and PB regulated	5
LENG8	PB+RA and PB regulated	5
LENG8-AS1	PB+RA and PB regulated	5
LERFS	PB+RA and PB regulated	5
LETMD1	PB+RA and PB regulated	5
LGI2	PB+RA and PB regulated	5
LGI4	PB+RA and PB regulated	5
LHFPL1	PB+RA and PB regulated	5
LHFPL4	PB+RA and PB regulated	5
LHFPL5	PB+RA and PB regulated	5
LHX6	PB+RA and PB regulated	5
LIAS	PB+RA and PB regulated	5
LIN37	PB+RA and PB regulated	5
LINC00092	PB+RA and PB regulated	5
LINC00174	PB+RA and PB regulated	5
LINC00205	PB+RA and PB regulated	5
LINC00311	PB+RA and PB regulated	5
LINC00342	PB+RA and PB regulated	5
LINC00426	PB+RA and PB regulated	5
LINC00476	PB+RA and PB regulated	5
LINC00511	PB+RA and PB regulated	5
LINC00528	PB+RA and PB regulated	5
LINC00537	PB+RA and PB regulated	5
LINC00592	PB+RA and PB regulated	5
LINC00629	PB+RA and PB regulated	5
LINC00632	PB+RA and PB regulated	5
LINC00634	PB+RA and PB regulated	5
LINC00653	PB+RA and PB regulated	5
LINC00663	PB+RA and PB regulated	5
LINC00667	PB+RA and PB regulated	5
LINC00672	PB+RA and PB regulated	5
LINC00680	PB+RA and PB regulated	5
LINC00693	PB+RA and PB regulated	5
LINC00839	PB+RA and PB regulated	5
LINC00847	PB+RA and PB regulated	5
LINC00871	PB+RA and PB regulated	5
LINC00894	PB+RA and PB regulated	5
LINC00900	PB+RA and PB regulated	5
LINC00920	PB+RA and PB regulated	5
LINC00921	PB+RA and PB regulated	5
LINC00933	PB+RA and PB regulated	5
LINC00938	PB+RA and PB regulated	5
LINC00951	PB+RA and PB regulated	5
LINC00957	PB+RA and PB regulated	5
LINC00999	PB+RA and PB regulated	5
LINC01011	PB+RA and PB regulated	5
LINC01061	PB+RA and PB regulated	5
LINC01134	PB+RA and PB regulated	5
LINC01136	PB+RA and PB regulated	5
LINC01160	PB+RA and PB regulated	5
LINC01238	PB+RA and PB regulated	5
LINC01250	PB+RA and PB regulated	5
LINC01278	PB+RA and PB regulated	5
LINC01303	PB+RA and PB regulated	5
LINC01341	PB+RA and PB regulated	5
LINC01347	PB+RA and PB regulated	5
LINC01356	PB+RA and PB regulated	5
LINC01399	PB+RA and PB regulated	5
LINC01410	PB+RA and PB regulated	5
LINC01460	PB+RA and PB regulated	5
LINC01484	PB+RA and PB regulated	5
LINC01518	PB+RA and PB regulated	5
LINC01555	PB+RA and PB regulated	5
LINC01560	PB+RA and PB regulated	5
LINC01567	PB+RA and PB regulated	5
LINC01569	PB+RA and PB regulated	5
LINC01630	PB+RA and PB regulated	5
LINC01776	PB+RA and PB regulated	5
LINC01778	PB+RA and PB regulated	5
LINC01909	PB+RA and PB regulated	5
LINC01918	PB+RA and PB regulated	5
LINC01963	PB+RA and PB regulated	5
LINC01977	PB+RA and PB regulated	5
LINC02021	PB+RA and PB regulated	5
LINC02043	PB+RA and PB regulated	5
LINC02159	PB+RA and PB regulated	5
LINC02202	PB+RA and PB regulated	5
LINC02208	PB+RA and PB regulated	5
LINC02210	PB+RA and PB regulated	5
LINC02234	PB+RA and PB regulated	5
LINC02287	PB+RA and PB regulated	5
LINC02348	PB+RA and PB regulated	5
LINC02363	PB+RA and PB regulated	5
LINC02381	PB+RA and PB regulated	5
LINC02427	PB+RA and PB regulated	5
LINC02482	PB+RA and PB regulated	5
LINC02509	PB+RA and PB regulated	5
LINC02525	PB+RA and PB regulated	5
LINC02604	PB+RA and PB regulated	5
LINC02609	PB+RA and PB regulated	5
LINC02615	PB+RA and PB regulated	5
LINC02688	PB+RA and PB regulated	5
LINC02749	PB+RA and PB regulated	5
LINC02774	PB+RA and PB regulated	5
LINC-PINT	PB+RA and PB regulated	5
LINCR-0002	PB+RA and PB regulated	5
LIPA	PB+RA and PB regulated	5
LIPE-AS1	PB+RA and PB regulated	5
LITAF	PB+RA and PB regulated	5
LMBR1L	PB+RA and PB regulated	5
LMBRD2	PB+RA and PB regulated	5
LMCD1-AS1	PB+RA and PB regulated	5
LMF1-AS1	PB+RA and PB regulated	5
LMO2	PB+RA and PB regulated	5
LMOD2	PB+RA and PB regulated	5
LOC100128398	PB+RA and PB regulated	5
LOC100128593	PB+RA and PB regulated	5
LOC100129129	PB+RA and PB regulated	5
LOC100129175	PB+RA and PB regulated	5
LOC100129203	PB+RA and PB regulated	5
LOC100129917	PB+RA and PB regulated	5
LOC100130180	PB+RA and PB regulated	5
LOC100130283	PB+RA and PB regulated	5
LOC100130373	PB+RA and PB regulated	5
LOC100130691	PB+RA and PB regulated	5
LOC100130950	PB+RA and PB regulated	5
LOC100131465	PB+RA and PB regulated	5
LOC100133050	PB+RA and PB regulated	5
LOC100233156	PB+RA and PB regulated	5
LOC100272217	PB+RA and PB regulated	5
LOC100287808	PB+RA and PB regulated	5
LOC100287825	PB+RA and PB regulated	5
LOC100287837	PB+RA and PB regulated	5
LOC100288866	PB+RA and PB regulated	5
LOC100289580	PB+RA and PB regulated	5
LOC100419583	PB+RA and PB regulated	5
LOC100419668	PB+RA and PB regulated	5
LOC100419707	PB+RA and PB regulated	5
LOC100419834	PB+RA and PB regulated	5
LOC100420644	PB+RA and PB regulated	5
LOC100422781	PB+RA and PB regulated	5
LOC100505715	PB+RA and PB regulated	5
LOC100505942	PB+RA and PB regulated	5
LOC100506076	PB+RA and PB regulated	5
LOC100506207	PB+RA and PB regulated	5
LOC100506302	PB+RA and PB regulated	5
LOC100506691	PB+RA and PB regulated	5
LOC100507156	PB+RA and PB regulated	5
LOC100507291	PB+RA and PB regulated	5
LOC100507412	PB+RA and PB regulated	5
LOC100507564	PB+RA and PB regulated	5
LOC100507599	PB+RA and PB regulated	5
LOC100507634	PB+RA and PB regulated	5
LOC100507642	PB+RA and PB regulated	5
LOC100652768	PB+RA and PB regulated	5
LOC100996419	PB+RA and PB regulated	5
LOC101593348	PB+RA and PB regulated	5
LOC101927157	PB+RA and PB regulated	5
LOC101927267	PB+RA and PB regulated	5
LOC101927314	PB+RA and PB regulated	5
LOC101927318	PB+RA and PB regulated	5
LOC101927365	PB+RA and PB regulated	5
LOC101927377	PB+RA and PB regulated	5
LOC101927550	PB+RA and PB regulated	5
LOC101927604	PB+RA and PB regulated	5
LOC101927636	PB+RA and PB regulated	5
LOC101927699	PB+RA and PB regulated	5
LOC101927989	PB+RA and PB regulated	5
LOC101928021	PB+RA and PB regulated	5
LOC101928058	PB+RA and PB regulated	5
LOC101928068	PB+RA and PB regulated	5
LOC101928069	PB+RA and PB regulated	5
LOC101928087	PB+RA and PB regulated	5
LOC101928222	PB+RA and PB regulated	5
LOC101928414	PB+RA and PB regulated	5
LOC101928424	PB+RA and PB regulated	5
LOC101928441	PB+RA and PB regulated	5
LOC101928504	PB+RA and PB regulated	5
LOC101928841	PB+RA and PB regulated	5
LOC101928909	PB+RA and PB regulated	5
LOC101928978	PB+RA and PB regulated	5
LOC101929066	PB+RA and PB regulated	5
LOC101929089	PB+RA and PB regulated	5
LOC101929140	PB+RA and PB regulated	5
LOC101929319	PB+RA and PB regulated	5
LOC101929470	PB+RA and PB regulated	5
LOC101929523	PB+RA and PB regulated	5
LOC101929767	PB+RA and PB regulated	5
LOC101930071	PB+RA and PB regulated	5
LOC101930370	PB+RA and PB regulated	5
LOC101930421	PB+RA and PB regulated	5
LOC102606465	PB+RA and PB regulated	5
LOC102723566	PB+RA and PB regulated	5
LOC102724532	PB+RA and PB regulated	5
LOC102724814	PB+RA and PB regulated	5
LOC103344931	PB+RA and PB regulated	5
LOC105370203	PB+RA and PB regulated	5
LOC105371730	PB+RA and PB regulated	5
LOC105371795	PB+RA and PB regulated	5
LOC105372653	PB+RA and PB regulated	5
LOC105373064	PB+RA and PB regulated	5
LOC105373159	PB+RA and PB regulated	5
LOC105375690	PB+RA and PB regulated	5
LOC105376114	PB+RA and PB regulated	5
LOC105376353	PB+RA and PB regulated	5
LOC105379176	PB+RA and PB regulated	5
LOC105447645	PB+RA and PB regulated	5
LOC106699570	PB+RA and PB regulated	5
LOC107985184	PB+RA and PB regulated	5
LOC112267934	PB+RA and PB regulated	5
LOC112268140	PB+RA and PB regulated	5
LOC112268219	PB+RA and PB regulated	5
LOC112268269	PB+RA and PB regulated	5
LOC114841040	PB+RA and PB regulated	5
LOC145694	PB+RA and PB regulated	5
LOC155060	PB+RA and PB regulated	5
LOC171391	PB+RA and PB regulated	5
LOC257396	PB+RA and PB regulated	5
LOC339059	PB+RA and PB regulated	5
LOC339352	PB+RA and PB regulated	5
LOC389834	PB+RA and PB regulated	5
LOC400622	PB+RA and PB regulated	5
LOC400940	PB+RA and PB regulated	5
LOC401176	PB+RA and PB regulated	5
LOC414300	PB+RA and PB regulated	5
LOC440173	PB+RA and PB regulated	5
LOC441052	PB+RA and PB regulated	5
LOC441087	PB+RA and PB regulated	5
LOC441242	PB+RA and PB regulated	5
LOC554206	PB+RA and PB regulated	5
LOC643072	PB+RA and PB regulated	5
LOC643201	PB+RA and PB regulated	5
LOC644215	PB+RA and PB regulated	5
LOC646588	PB+RA and PB regulated	5
LOC653071	PB+RA and PB regulated	5
LOC653712	PB+RA and PB regulated	5
LOC728485	PB+RA and PB regulated	5
LOC728613	PB+RA and PB regulated	5
LOC728989	PB+RA and PB regulated	5
LOC729291	PB+RA and PB regulated	5
LOH12CR2	PB+RA and PB regulated	5
LONRF2	PB+RA and PB regulated	5
LOX	PB+RA and PB regulated	5
LOXL4	PB+RA and PB regulated	5
LPAR2	PB+RA and PB regulated	5
LPCAT4	PB+RA and PB regulated	5
LPP-AS2	PB+RA and PB regulated	5
LRFN2	PB+RA and PB regulated	5
LRFN4	PB+RA and PB regulated	5
LRGUK	PB+RA and PB regulated	5
LRIG1	PB+RA and PB regulated	5
LRP1B	PB+RA and PB regulated	5
LRP2BP	PB+RA and PB regulated	5
LRRC24	PB+RA and PB regulated	5
LRRC29	PB+RA and PB regulated	5
LRRC4	PB+RA and PB regulated	5
LRRC4B	PB+RA and PB regulated	5
LRRC63	PB+RA and PB regulated	5
LRRC73	PB+RA and PB regulated	5
LRRC8C-DT	PB+RA and PB regulated	5
LRRTM1	PB+RA and PB regulated	5
LRRTM2	PB+RA and PB regulated	5
LRSAM1	PB+RA and PB regulated	5
LSG1	PB+RA and PB regulated	5
LSP1P5	PB+RA and PB regulated	5
LTB4R	PB+RA and PB regulated	5
LTB4R2	PB+RA and PB regulated	5
LTK	PB+RA and PB regulated	5
LYPD5	PB+RA and PB regulated	5
LYPLA2	PB+RA and PB regulated	5
LYPLAL1	PB+RA and PB regulated	5
LYRM1	PB+RA and PB regulated	5
LYRM4-AS1	PB+RA and PB regulated	5
LYRM7	PB+RA and PB regulated	5
LZTR1	PB+RA and PB regulated	5
LZTS3	PB+RA and PB regulated	5
MADCAM1	PB+RA and PB regulated	5
MADD	PB+RA and PB regulated	5
MAFA	PB+RA and PB regulated	5
MAFIP	PB+RA and PB regulated	5
MAG	PB+RA and PB regulated	5
MAGI2	PB+RA and PB regulated	5
MALAT1	PB+RA and PB regulated	5
MAML2	PB+RA and PB regulated	5
MAML3	PB+RA and PB regulated	5
MAN1B1-DT	PB+RA and PB regulated	5
MAN2B2	PB+RA and PB regulated	5
MAN2C1	PB+RA and PB regulated	5
MANBA	PB+RA and PB regulated	5
MAP1A	PB+RA and PB regulated	5
MAP1LC3B	PB+RA and PB regulated	5
MAP3K12	PB+RA and PB regulated	5
MAP3K14-AS1	PB+RA and PB regulated	5
MAP3K9	PB+RA and PB regulated	5
MAP4K3-DT	PB+RA and PB regulated	5
MAP7	PB+RA and PB regulated	5
MAPK10	PB+RA and PB regulated	5
MAPK11	PB+RA and PB regulated	5
MAPK12	PB+RA and PB regulated	5
MAPK8IP1	PB+RA and PB regulated	5
MAPK8IP2	PB+RA and PB regulated	5
MAPK8IP3	PB+RA and PB regulated	5
MAPRE3	PB+RA and PB regulated	5
MAPT	PB+RA and PB regulated	5
MARCHF9	PB+RA and PB regulated	5
MARK2P9	PB+RA and PB regulated	5
MAST1	PB+RA and PB regulated	5
MATN2	PB+RA and PB regulated	5
MBD5	PB+RA and PB regulated	5
MCAM	PB+RA and PB regulated	5
MCCC2	PB+RA and PB regulated	5
MCF2L	PB+RA and PB regulated	5
MCF2L2	PB+RA and PB regulated	5
MCF2L-AS1	PB+RA and PB regulated	5
MCOLN1	PB+RA and PB regulated	5
MCRIP2P1	PB+RA and PB regulated	5
ME1	PB+RA and PB regulated	5
MEF2D	PB+RA and PB regulated	5
MEG3	PB+RA and PB regulated	5
MEGF11	PB+RA and PB regulated	5
MEGF8	PB+RA and PB regulated	5
METTL15P3	PB+RA and PB regulated	5
METTL22	PB+RA and PB regulated	5
MFSD1	PB+RA and PB regulated	5
MFSD10	PB+RA and PB regulated	5
MFSD4A	PB+RA and PB regulated	5
MFSD4A-AS1	PB+RA and PB regulated	5
MGAT4B	PB+RA and PB regulated	5
MGRN1	PB+RA and PB regulated	5
MIA3	PB+RA and PB regulated	5
MIB2	PB+RA and PB regulated	5
MICAL2	PB+RA and PB regulated	5
MICU3	PB+RA and PB regulated	5
MIGA1	PB+RA and PB regulated	5
MINDY3	PB+RA and PB regulated	5
MINK1	PB+RA and PB regulated	5
MIP	PB+RA and PB regulated	5
MIPOL1	PB+RA and PB regulated	5
MIR1-1HG-AS1	PB+RA and PB regulated	5
MIR149	PB+RA and PB regulated	5
MIR193BHG	PB+RA and PB regulated	5
MIR22HG	PB+RA and PB regulated	5
MIR23B	PB+RA and PB regulated	5
MIR27B	PB+RA and PB regulated	5
MIR3916	PB+RA and PB regulated	5
MIR3936	PB+RA and PB regulated	5
MIR3936HG	PB+RA and PB regulated	5
MIR4477B	PB+RA and PB regulated	5
MIR4519	PB+RA and PB regulated	5
MIR4539	PB+RA and PB regulated	5
MIR4712	PB+RA and PB regulated	5
MIR503	PB+RA and PB regulated	5
MIR503HG	PB+RA and PB regulated	5
MIR6758	PB+RA and PB regulated	5
MIR6847	PB+RA and PB regulated	5
MIR7-3	PB+RA and PB regulated	5
MIR7-3HG	PB+RA and PB regulated	5
MIS18A-AS1	PB+RA and PB regulated	5
MLLT3	PB+RA and PB regulated	5
MLXIP	PB+RA and PB regulated	5
MMAA	PB+RA and PB regulated	5
MMP2	PB+RA and PB regulated	5
MMP23A	PB+RA and PB regulated	5
MMP24OS	PB+RA and PB regulated	5
MOAP1	PB+RA and PB regulated	5
MORN4	PB+RA and PB regulated	5
MPPE1	PB+RA and PB regulated	5
MPV17	PB+RA and PB regulated	5
MPZ	PB+RA and PB regulated	5
MR1P1	PB+RA and PB regulated	5
MRNIP	PB+RA and PB regulated	5
MRPS25	PB+RA and PB regulated	5
MSANTD4	PB+RA and PB regulated	5
MST1P2	PB+RA and PB regulated	5
MTCO1P12	PB+RA and PB regulated	5
MTCO2P12	PB+RA and PB regulated	5
MTCO3P12	PB+RA and PB regulated	5
MTERF2	PB+RA and PB regulated	5
MTFR1L	PB+RA and PB regulated	5
MTMR14	PB+RA and PB regulated	5
MTND2P28	PB+RA and PB regulated	5
MTND4P12	PB+RA and PB regulated	5
MTND5P11	PB+RA and PB regulated	5
MTSS1	PB+RA and PB regulated	5
MTURN	PB+RA and PB regulated	5
MXD1	PB+RA and PB regulated	5
MXD4	PB+RA and PB regulated	5
MXI1	PB+RA and PB regulated	5
MXRA7	PB+RA and PB regulated	5
MXRA7P1	PB+RA and PB regulated	5
MYCBP2	PB+RA and PB regulated	5
MYCN	PB+RA and PB regulated	5
MYCNOS	PB+RA and PB regulated	5
MYH3	PB+RA and PB regulated	5
MYL4	PB+RA and PB regulated	5
MYL5	PB+RA and PB regulated	5
MYL7	PB+RA and PB regulated	5
MYO15A	PB+RA and PB regulated	5
MYO7A	PB+RA and PB regulated	5
MYO7B	PB+RA and PB regulated	5
MYOM2	PB+RA and PB regulated	5
MYT1	PB+RA and PB regulated	5
MYT1L	PB+RA and PB regulated	5
MZF1-AS1	PB+RA and PB regulated	5
NABP1	PB+RA and PB regulated	5
NAP1L4P1	PB+RA and PB regulated	5
NAP1L5	PB+RA and PB regulated	5
NAPB	PB+RA and PB regulated	5
NAPSA	PB+RA and PB regulated	5
NAT9	PB+RA and PB regulated	5
NAV1	PB+RA and PB regulated	5
NAV2-AS6	PB+RA and PB regulated	5
NBEA	PB+RA and PB regulated	5
NBR1	PB+RA and PB regulated	5
NBR2	PB+RA and PB regulated	5
